(1001,912)
(1003,340)
(1004,668)
(1002,898)
(1005,380)
(1008,462)
(1007,134)
(1006,885)
(1010,1)
(1009,642)
(1011,86)
(1012,536)
(1013,753)
(1014,837)
(1015,663)
(1020,233)
(1019,443)
(1016,443)
(1017,170)
(1018,560)
(1021,687)
(1024,561)
(1022,809)
(1025,304)
(1023,352)
(1026,229)
(1028,229)
(1027,574)
(1029,719)
(1030,849)
(1032,1)
(1033,705)
(1031,799)
(1034,546)
(1035,949)
(1036,324)
(1039,73)
(1037,172)
(1038,987)
(1040,874)
(1043,656)
(1041,219)
(1045,115)
(1042,860)
(1044,804)
(1048,605)
(1047,37)
(1046,901)
(1049,669)
(1050,165)
(1051,746)
(1053,369)
(1054,200)
(1052,48)
(1055,683)
(1056,498)
(1058,447)
(1059,90)
(1060,70)
(1057,491)
(1062,83)
(1061,891)
(1064,284)
(1063,838)
(1065,541)
(1066,297)
(1067,247)
(1068,343)
(1069,708)
(1070,469)
(1073,388)
(1071,263)
(1074,269)
(1072,865)
(1075,348)
(1076,463)
(1079,139)
(1077,472)
(1078,648)
(1080,505)
(1081,419)
(1082,322)
(1084,566)
(1083,1055)
(1085,691)
(1086,482)
(1087,123)
(1088,650)
(1089,747)
(1090,1067)
(1094,566)
(1093,116)
(1095,10)
(1092,878)
(1091,885)
(1096,81)
(1098,650)
(1099,482)
(1100,7)
(1097,798)
(1102,128)
(1103,164)
(1104,495)
(1101,942)
(1105,448)
(1106,465)
(1108,483)
(1109,530)
(1110,4)
(1107,622)
(1111,913)
(1112,835)
(1115,443)
(1113,1021)
(1114,915)
(1116,1006)
(1119,307)
(1118,1)
(1117,792)
(1120,1019)
(1121,715)
(1123,58)
(1122,171)
(1124,172)
(1125,529)
(1127,398)
(1128,419)
(1126,459)
(1130,36)
(1129,705)
(1131,93)
(1133,87)
(1135,74)
(1132,510)
(1134,1072)
(1138,173)
(1137,172)
(1139,153)
(1136,594)
(1140,400)
(1141,890)
(1143,6)
(1144,215)
(1142,1113)
(1145,1008)
(1149,22)
(1148,1)
(1146,71)
(1147,117)
(1150,686)
(1153,6)
(1155,69)
(1154,305)
(1151,285)
(1152,822)
(1157,139)
(1156,195)
(1159,172)
(1160,1)
(1158,528)
(1161,1093)
(1162,1042)
(1164,139)
(1163,956)
(1165,748)
(1167,608)
(1166,323)
(1168,387)
(1169,927)
(1170,881)
(1171,336)
(1174,28)
(1173,1171)
(1172,213)
(1175,762)
(1176,30)
(1179,123)
(1177,300)
