(1003,340)
(1004,668)
(1002,898)
(1001,912)
(1005,380)
(1010,1)
(1006,885)
(1007,134)
(1008,462)
(1009,642)
(1012,536)
(1011,86)
(1013,753)
(1014,837)
(1015,663)
(1016,443)
(1020,233)
(1019,443)
(1017,170)
(1018,560)
(1025,304)
(1023,352)
(1024,561)
(1022,809)
(1021,687)
(1028,229)
(1026,229)
(1027,574)
(1029,719)
(1030,849)
(1031,799)
(1032,1)
(1033,705)
(1034,546)
(1035,949)
(1039,73)
(1037,172)
(1036,324)
(1038,987)
(1040,874)
(1043,656)
(1041,219)
(1045,115)
(1042,860)
(1044,804)
(1046,901)
(1047,37)
(1048,605)
(1049,669)
(1050,165)
(1051,746)
(1052,48)
(1054,200)
(1053,369)
(1055,683)
(1058,447)
(1059,90)
(1057,491)
(1056,498)
(1060,70)
(1062,83)
(1061,891)
(1063,838)
(1064,284)
(1065,541)
(1067,247)
(1066,297)
(1068,343)
(1069,708)
(1070,469)
(1073,388)
(1074,269)
(1071,263)
(1072,865)
(1075,348)
(1079,139)
(1076,463)
(1077,472)
(1078,648)
(1080,505)
(1084,566)
(1081,419)
(1082,322)
(1083,1055)
(1085,691)
(1086,482)
(1087,123)
(1088,650)
(1089,747)
(1090,1067)
(1092,878)
(1091,885)
(1094,566)
(1093,116)
(1095,10)
(1098,650)
(1096,81)
(1100,7)
(1099,482)
(1097,798)
(1104,495)
(1102,128)
(1103,164)
(1101,942)
(1105,448)
(1109,530)
(1108,483)
(1110,4)
(1106,465)
(1107,622)
(1111,913)
(1112,835)
(1115,443)
(1113,1021)
(1114,915)
(1119,307)
(1116,1006)
(1118,1)
(1117,792)
(1120,1019)
(1122,171)
(1123,58)
(1121,715)
(1124,172)
(1125,529)
(1126,459)
(1130,36)
(1127,398)
(1128,419)
(1129,705)
(1133,87)
(1135,74)
(1132,510)
(1131,93)
(1134,1072)
(1138,173)
(1136,594)
(1137,172)
(1139,153)
(1140,400)
(1143,6)
(1144,215)
(1141,890)
(1142,1113)
(1145,1008)
(1146,71)
(1149,22)
(1148,1)
(1147,117)
(1150,686)
(1151,285)
(1155,69)
(1153,6)
(1154,305)
(1152,822)
(1160,1)
(1157,139)
(1156,195)
(1159,172)
(1158,528)
(1163,956)
(1162,1042)
(1165,748)
(1164,139)
(1161,1093)
(1166,323)
(1168,387)
(1167,608)
(1169,927)
(1170,881)
(1173,1171)
(1174,28)
(1171,336)
(1172,213)
(1175,762)
(1176,30)
(1179,123)
(1177,300)
(1178,615)
(1180,205)
(1185,567)
(1181,784)
(1183,521)
(1182,596)
(1184,392)
(1186,880)
(1187,479)
(1188,845)
(1189,1168)
(1190,913)
(1192,290)
(1191,245)
(1195,88)
(1194,124)
(1193,392)
(1196,988)
(1200,567)
(1197,28)
(1198,1045)
(1199,287)
(1202,1150)
(1205,35)
(1203,314)
(1201,5)
(1204,172)
(1207,482)
(1209,33)
(1208,459)
(1206,127)
(1210,123)
(1213,139)
(1212,2)
(1211,337)
(1214,282)
(1215,392)
(1217,168)
(1216,820)
(1218,123)
(1220,547)
(1219,1093)
(1222,1)
(1221,1)
(1223,273)
(1224,516)
(1225,175)
(1229,545)
(1226,1201)
(1228,216)
(1227,325)
(1230,961)
(1231,1016)
(1234,670)
(1233,690)
(1232,1200)
(1235,1054)
(1239,4)
(1236,295)
(1238,1)
(1240,139)
(1237,895)
(1242,517)
(1241,361)
(1243,931)
(1244,598)
(1245,694)
(1246,528)
(1249,808)
(1248,22)
(1250,509)
(1247,78)
(1254,892)
(1255,360)
(1253,924)
(1252,170)
(1251,1175)
(1256,966)
(1259,773)
(1260,4)
(1258,884)
(1257,7)
(1263,117)
(1261,368)
(1262,290)
(1264,163)
(1265,677)
(1268,128)
(1266,209)
(1267,323)
(1269,853)
(1270,512)
(1273,409)
(1274,97)
(1272,116)
(1271,988)
(1275,159)
(1278,654)
(1276,268)
(1277,802)
(1280,377)
(1279,1176)
(1285,334)
(1282,1086)
(1283,461)
(1284,177)
(1281,1190)
(1288,151)
(1286,845)
(1289,836)
(1287,1026)
(1290,278)
(1291,679)
(1292,307)
(1293,1256)
(1294,1284)
(1295,1059)
(1299,124)
(1298,723)
(1296,421)
(1300,6)
(1297,1064)
(1304,233)
(1301,486)
(1302,439)
(1303,789)
(1305,810)
(1309,37)
(1306,121)
(1308,652)
(1307,779)
(1310,495)
(1311,794)
(1312,1129)
(1314,762)
(1313,34)
(1315,906)
(1316,140)
(1320,91)
(1317,1128)
(1318,915)
(1319,1066)
(1321,1047)
(1325,556)
(1322,123)
(1323,765)
(1324,754)
(1326,1026)
(1327,463)
(1328,625)
(1329,1080)
(1330,733)
(1335,120)
(1331,828)
(1332,629)
(1333,455)
(1334,566)
(1340,92)
(1336,4)
(1337,1)
(1338,300)
(1339,356)
(1341,203)
(1342,146)
(1343,642)
(1344,261)
(1345,67)
(1350,242)
(1348,459)
(1346,1209)
(1349,469)
(1347,833)
(1353,542)
(1355,290)
(1352,10)
(1351,958)
(1354,507)
(1357,810)
(1356,979)
(1358,590)
(1359,1122)
(1360,671)
(1363,539)
(1364,474)
(1362,1068)
(1365,377)
(1361,403)
(1366,613)
(1369,4)
(1367,213)
(1368,1136)
(1370,1278)
(1372,835)
(1373,172)
(1375,164)
(1371,1049)
(1374,732)
(1378,216)
(1380,867)
(1377,882)
(1376,594)
(1379,1335)
(1381,99)
(1384,1)
(1382,781)
(1383,795)
(1385,369)
(1388,77)
(1386,1209)
(1387,1)
(1389,694)
(1390,534)
(1391,246)
(1395,125)
(1394,134)
(1392,679)
(1393,1011)
(1397,826)
(1399,897)
(1400,1)
(1396,775)
(1398,1060)
(1404,269)
